datetime,AHU,CHW_VALVE,CHW_VALVE_POSIT,DIS_AIR_TEMP,DUCT_PRESS_ACTV,MAX_CO2_VAL,MIXED_AIR_TEMP,RTRN_AIR_TEMP,SUPPL_FAN_SP
08Nov2014 7:14:00,AHU_5_1,0,2.2228,74.3582,0,571.1643,75.6364,72.162,0
08Nov2014 7:19:00,AHU_5_1,0,2.3096,74.3582,0,549.1916,75.6364,72.162,0
08Nov2014 7:24:00,AHU_5_1,0,2.2228,74.4482,0,544.3088,75.8344,72.162,0
08Nov2014 7:29:00,AHU_5_1,0,2.2228,74.4482,0,568.7229,75.8344,72.072,0
08Nov2014 7:34:00,AHU_5_1,0,2.2662,74.3582,0,533.3225,75.8344,72.072,0
08Nov2014 7:39:00,AHU_5_1,0,2.2662,74.3582,0,547.3606,75.8344,72.072,0
08Nov2014 7:44:00,AHU_5_1,0,2.2228,74.3582,0,581.5403,75.9244,72.162,0
08Nov2014 7:49:00,AHU_5_1,0,2.2228,74.3582,0,538.8157,76.0144,72.072,0
08Nov2014 7:54:00,AHU_5_1,0,2.2228,74.4482,0,545.5295,76.0144,72.162,0
08Nov2014 7:59:00,AHU_5_1,0,2.2228,74.3582,0,541.8674,76.0144,72.162,0
08Nov2014 8:04:00,AHU_5_1,0,2.2228,74.4482,0,564.4504,76.0144,72.162,0
08Nov2014 8:09:00,AHU_5_1,0,2.2228,74.3582,0,540.6467,76.1044,72.162,0
08Nov2014 8:14:00,AHU_5_1,0,2.353,74.4482,0,552.2434,76.1044,72.162,0
08Nov2014 8:19:00,AHU_5_1,0,2.2228,74.4482,0,535.1536,76.1044,72.162,0
08Nov2014 8:24:00,AHU_5_1,0,2.2228,74.4482,0,536.9846,76.1944,72.252,0
08Nov2014 8:29:00,AHU_5_1,0,2.2228,74.4482,0,572.9954,76.1944,72.252,0
08Nov2014 8:34:00,AHU_5_1,0,2.2228,74.4482,0,526.6086,76.1944,72.162,0
08Nov2014 8:39:00,AHU_5_1,0,2.2662,74.4482,0,541.8674,76.1944,72.162,0
08Nov2014 8:44:00,AHU_5_1,0,2.2228,74.4482,0,541.8674,76.1944,72.162,0
08Nov2014 8:49:00,AHU_5_1,0,2.2662,74.4482,0,541.8674,76.1944,72.162,0
08Nov2014 8:54:00,AHU_5_1,0,2.2228,74.4482,0,546.1399,76.2844,72.252,0
08Nov2014 8:59:00,AHU_5_1,0,2.2228,74.4482,0,545.5295,76.3744,72.252,0
08Nov2014 9:04:00,AHU_5_1,0,2.2228,74.4482,0,554.6848,76.3744,72.162,0
08Nov2014 9:09:00,AHU_5_1,0,2.2662,74.5383,0,537.595,76.3744,72.162,0
08Nov2014 9:14:00,AHU_5_1,0,2.2662,74.5383,0,534.5432,76.3744,72.252,0
08Nov2014 9:19:00,AHU_5_1,0,2.2662,74.5383,0,540.0364,76.4644,72.252,0
08Nov2014 9:24:00,AHU_5_1,0,2.2228,74.5383,0,569.3333,76.4644,72.252,0
08Nov2014 9:29:00,AHU_5_1,0,2.2662,74.5383,0,533.9329,76.4644,72.162,0
08Nov2014 9:34:00,AHU_5_1,0,2.2228,74.6283,0,560.7883,76.4644,72.252,0
08Nov2014 9:39:00,AHU_5_1,0,2.2228,74.5383,0,549.802,76.4644,72.252,0
08Nov2014 9:44:00,AHU_5_1,0,2.2228,74.5383,0,538.8157,76.5545,72.252,0
08Nov2014 9:49:00,AHU_5_1,0,2.3096,74.6283,0,563.8401,76.5545,72.252,0
08Nov2014 9:54:00,AHU_5_1,0,2.2228,74.6283,0,541.2571,76.5545,72.252,0
08Nov2014 9:59:00,AHU_5_1,0,2.2228,74.7183,0,548.5813,76.6445,72.252,0
08Nov2014 10:04:00,AHU_5_1,0,2.2662,74.6283,0,530.2708,76.6445,72.252,0
08Nov2014 10:09:00,AHU_5_1,0,2.1794,74.7183,0,552.8538,76.6445,72.252,0
08Nov2014 10:14:00,AHU_5_1,0,2.2662,74.7183,0,543.6985,76.6445,72.252,0
08Nov2014 10:19:00,AHU_5_1,0,2.2228,74.8083,0,560.178,76.7525,72.252,0
08Nov2014 10:24:00,AHU_5_1,0,2.2228,74.7183,0,534.5432,76.7525,72.252,0
08Nov2014 10:29:00,AHU_5_1,0,2.2228,74.7183,0,535.1536,76.6445,72.252,0
08Nov2014 10:34:00,AHU_5_1,0,2.3096,74.7183,0,533.3225,76.7525,72.252,0
08Nov2014 10:39:00,AHU_5_1,0,2.2228,74.8083,0,524.1672,76.8425,72.252,0
08Nov2014 10:44:00,AHU_5_1,0,2.2228,74.8083,0,531.4915,76.8425,72.342,0
08Nov2014 10:49:00,AHU_5_1,0,2.2228,74.8083,0,534.5432,76.9325,72.342,0
08Nov2014 10:54:00,AHU_5_1,0,2.2662,74.8083,0,541.2571,76.8425,72.342,0
08Nov2014 10:59:00,AHU_5_1,0,2.2228,74.8083,0,541.8674,76.9325,72.342,0
08Nov2014 11:04:00,AHU_5_1,0,2.2228,74.8983,0,530.2708,76.9325,72.342,0
08Nov2014 11:09:00,AHU_5_1,0,2.2228,74.8983,0,538.2053,76.9325,72.342,0
08Nov2014 11:14:00,AHU_5_1,0,2.2662,75.0063,0,534.5432,77.0225,72.342,0
08Nov2014 11:19:00,AHU_5_1,0,2.3096,75.0063,0,537.595,77.0225,72.432,0
08Nov2014 11:24:00,AHU_5_1,0,2.2228,75.0063,0,530.2708,77.0225,72.432,0
08Nov2014 11:29:00,AHU_5_1,0,2.2662,75.0963,0,554.0745,77.0225,72.432,0
08Nov2014 11:34:00,AHU_5_1,0,2.2662,75.0963,0,554.0745,77.0225,72.432,0
08Nov2014 11:39:00,AHU_5_1,0,2.2228,75.0963,0,535.7639,77.1125,72.432,0
08Nov2014 11:44:00,AHU_5_1,0,2.2662,75.0963,0,538.8157,77.0225,72.432,0
08Nov2014 11:49:00,AHU_5_1,0,2.2228,75.0963,0,534.5432,77.1125,72.5221,0
08Nov2014 11:54:00,AHU_5_1,0,2.2228,75.1863,0,519.8948,77.1125,72.5221,0
08Nov2014 11:59:00,AHU_5_1,0,2.2228,75.2763,0,530.8811,77.2025,72.5221,0
08Nov2014 12:04:00,AHU_5_1,0,2.2228,75.1863,0,521.7259,77.2025,72.5221,0
08Nov2014 12:09:00,AHU_5_1,0,2.2228,75.1863,0,522.3362,77.1125,72.5221,0
08Nov2014 12:14:00,AHU_5_1,0,2.2228,75.2763,0,526.6086,77.2025,72.6121,0
08Nov2014 12:19:00,AHU_5_1,0,2.2662,75.2763,0,530.8811,77.2025,72.5221,0
08Nov2014 12:24:00,AHU_5_1,0,2.2662,75.2763,0,527.219,77.2025,72.5221,0
08Nov2014 12:29:00,AHU_5_1,0,2.2228,75.3663,0,525.9983,77.2925,72.7021,0
08Nov2014 12:34:00,AHU_5_1,0,2.2228,75.3663,0,515.012,77.2925,72.6121,0
08Nov2014 12:39:00,AHU_5_1,0,2.2228,75.3663,0,527.219,77.2925,72.6121,0
08Nov2014 12:44:00,AHU_5_1,0,2.2228,75.4563,0,529.6604,77.3825,72.6121,0
08Nov2014 12:49:00,AHU_5_1,0,2.353,75.4563,0,517.4534,77.3825,72.7021,0
08Nov2014 12:54:00,AHU_5_1,0,2.2228,75.4563,0,547.971,77.3825,72.7021,0
08Nov2014 12:59:00,AHU_5_1,0,2.2228,75.4563,0,549.802,77.3825,72.7021,0
08Nov2014 13:04:00,AHU_5_1,0,2.1794,75.5464,0,522.3362,77.4725,72.7021,0
08Nov2014 13:09:00,AHU_5_1,0,2.2662,75.5464,0,521.7259,77.4725,72.7021,0
08Nov2014 13:14:00,AHU_5_1,0,2.2228,75.5464,0,520.5052,77.3825,72.7021,0
08Nov2014 13:19:00,AHU_5_1,0,2.2662,75.6364,0,540.6467,77.4725,72.7921,0
08Nov2014 13:24:00,AHU_5_1,0,2.2228,75.6364,0,527.8293,77.4725,72.7921,0
08Nov2014 13:29:00,AHU_5_1,0,2.2228,75.6364,0,527.219,77.4725,72.7921,0
08Nov2014 13:34:00,AHU_5_1,0,2.2228,75.6364,0,516.8431,77.5806,72.7921,0
08Nov2014 13:39:00,AHU_5_1,0,2.2662,75.7264,0,562.009,77.5806,72.7921,0
08Nov2014 13:44:00,AHU_5_1,0,2.2228,75.7264,0,518.6741,77.5806,72.8821,0
08Nov2014 13:49:00,AHU_5_1,0,2.2662,75.8344,0,559.5676,77.5806,72.7921,0
08Nov2014 13:54:00,AHU_5_1,0,2.1794,75.8344,0,524.1672,77.5806,72.8821,0
08Nov2014 13:59:00,AHU_5_1,0,2.2662,75.8344,0,542.4778,77.6706,72.8821,0
08Nov2014 14:04:00,AHU_5_1,0,2.2228,75.8344,0,511.9603,77.6706,72.9721,0
08Nov2014 14:09:00,AHU_5_1,0,2.2662,75.8344,0,529.0501,77.7606,72.9721,0
08Nov2014 14:14:00,AHU_5_1,0,2.2662,75.9244,0,504.0257,77.7606,72.9721,0
08Nov2014 14:19:00,AHU_5_1,0,2.2228,75.8344,0,515.012,77.7606,73.0801,0
08Nov2014 14:24:00,AHU_5_1,0,2.2228,75.9244,0,510.1292,77.7606,73.0801,0
08Nov2014 14:29:00,AHU_5_1,0,2.2228,75.9244,0,521.1155,77.7606,73.0801,0
08Nov2014 14:34:00,AHU_5_1,0,2.2228,75.9244,0,515.6224,77.7606,73.0801,0
08Nov2014 14:39:00,AHU_5_1,0,2.2662,76.0144,0,510.7396,77.8506,73.0801,0
08Nov2014 14:44:00,AHU_5_1,0,2.2662,76.0144,0,505.8567,77.8506,73.0801,0
08Nov2014 14:49:00,AHU_5_1,0,2.2228,76.0144,0,504.6361,77.9406,73.1701,0
08Nov2014 14:54:00,AHU_5_1,0,2.2662,76.0144,0,504.0257,77.9406,73.1701,0
08Nov2014 14:59:00,AHU_5_1,0,2.2662,76.0144,0,500.3636,77.9406,73.1701,0
08Nov2014 15:04:00,AHU_5_1,0,2.2228,76.0144,0,505.8567,77.9406,73.1701,0
08Nov2014 15:09:00,AHU_5_1,0,2.2228,76.1044,0,525.3879,77.9406,73.1701,0
08Nov2014 15:14:00,AHU_5_1,0,2.2662,76.1944,0,530.2708,78.0306,73.1701,0
08Nov2014 15:19:00,AHU_5_1,0,2.2662,76.1044,0,490.598,77.9406,73.2601,0
08Nov2014 15:24:00,AHU_5_1,0,2.3096,76.1044,0,536.3743,78.0306,73.2601,0
08Nov2014 15:29:00,AHU_5_1,0,2.2662,76.1944,0,498.5326,78.0306,73.2601,0
08Nov2014 15:34:00,AHU_5_1,0,2.2662,76.1944,0,482.0531,78.0306,73.3501,0
08Nov2014 15:39:00,AHU_5_1,0,2.2228,76.1944,0,494.8705,78.0306,73.3501,0
08Nov2014 15:44:00,AHU_5_1,0,2.353,76.1944,0,483.8842,78.1206,73.3501,0
08Nov2014 15:49:00,AHU_5_1,0,2.2662,76.2844,0,472.2875,78.1206,73.3501,0
08Nov2014 15:54:00,AHU_5_1,0,2.2662,76.1944,0,481.4427,78.1206,73.3501,0
08Nov2014 15:59:00,AHU_5_1,0,2.2228,76.2844,0,482.0531,78.1206,73.3501,0
08Nov2014 16:04:00,AHU_5_1,0,2.2228,76.3744,0,493.0394,78.1206,73.3501,0
08Nov2014 16:09:00,AHU_5_1,0,2.2662,76.3744,0,522.3362,78.2106,73.3501,0
08Nov2014 16:14:00,AHU_5_1,0,2.2228,76.2844,0,471.0668,78.2106,73.3501,0
08Nov2014 16:19:00,AHU_5_1,0,2.2228,76.3744,0,491.8187,78.2106,73.3501,0
08Nov2014 16:24:00,AHU_5_1,0,2.2228,76.3744,0,480.8324,78.2106,73.3501,0
08Nov2014 16:29:00,AHU_5_1,0,2.2662,76.3744,0,480.8324,78.3006,73.4402,0
08Nov2014 16:34:00,AHU_5_1,0,2.1794,76.3744,0,482.6635,78.3006,73.3501,0
08Nov2014 16:39:00,AHU_5_1,0,2.2662,76.3744,0,486.3256,78.3006,73.4402,0
08Nov2014 16:44:00,AHU_5_1,0,2.2228,76.3744,0,480.8324,78.4086,73.4402,0
08Nov2014 16:49:00,AHU_5_1,0,2.2662,76.4644,0,472.8978,78.4086,73.4402,0
08Nov2014 16:54:00,AHU_5_1,0,2.2662,76.4644,0,477.1703,78.4086,73.4402,0
08Nov2014 16:59:00,AHU_5_1,0,2.3096,76.4644,0,483.2738,78.3006,73.5302,0
08Nov2014 17:04:00,AHU_5_1,0,2.2662,76.4644,0,479.6117,78.4086,73.4402,0
08Nov2014 17:09:00,AHU_5_1,0,2.1794,76.4644,0,483.2738,78.4987,73.4402,0
08Nov2014 17:14:00,AHU_5_1,0,2.2662,76.4644,0,491.2084,78.4086,73.4402,0
08Nov2014 17:19:00,AHU_5_1,0,2.2228,76.4644,0,515.6224,78.4987,73.4402,0
08Nov2014 17:24:00,AHU_5_1,0,2.1794,76.4644,0,473.5082,78.4987,73.4402,0
08Nov2014 17:29:00,AHU_5_1,0,2.2662,76.4644,0,479.0013,78.4987,73.4402,0
08Nov2014 17:34:00,AHU_5_1,0,2.2228,76.5545,0,471.0668,78.5887,73.5302,0
08Nov2014 17:39:00,AHU_5_1,0,2.2228,76.5545,0,482.0531,78.4987,73.5302,0
08Nov2014 17:44:00,AHU_5_1,0,2.2662,76.5545,0,477.7806,78.4987,73.4402,0
08Nov2014 17:49:00,AHU_5_1,0,2.2662,76.5545,0,479.6117,78.5887,73.5302,0
08Nov2014 17:54:00,AHU_5_1,0,2.353,76.5545,0,474.7289,78.5887,73.5302,0
08Nov2014 17:59:00,AHU_5_1,0,2.2662,76.5545,0,480.2221,78.5887,73.5302,0
08Nov2014 18:04:00,AHU_5_1,0,2.2228,76.5545,0,479.0013,78.6787,73.5302,0
08Nov2014 18:09:00,AHU_5_1,0,2.2228,76.5545,0,485.7152,78.5887,73.5302,0
08Nov2014 18:14:00,AHU_5_1,0,2.2662,76.5545,0,481.4427,78.6787,73.5302,0
08Nov2014 18:19:00,AHU_5_1,0,2.2228,76.5545,0,478.391,78.6787,73.4402,0
08Nov2014 18:24:00,AHU_5_1,0,2.2662,76.6445,0,487.5463,78.6787,73.6202,0
08Nov2014 18:29:00,AHU_5_1,0,2.2228,76.6445,0,484.4945,78.6787,73.5302,0
08Nov2014 18:34:00,AHU_5_1,0,2.2662,76.6445,0,480.8324,78.6787,73.6202,0
08Nov2014 18:39:00,AHU_5_1,0,2.2228,76.6445,0,483.8842,78.7687,73.5302,0
08Nov2014 18:44:00,AHU_5_1,0,2.2228,76.5545,0,484.4945,78.7687,73.5302,0
08Nov2014 18:49:00,AHU_5_1,0,2.1794,76.5545,0,479.6117,78.7687,73.5302,0
08Nov2014 18:54:00,AHU_5_1,0,2.1794,76.5545,0,519.8948,78.7687,73.5302,0
08Nov2014 18:59:00,AHU_5_1,0,2.2662,76.5545,0,483.2738,78.7687,73.5302,0
08Nov2014 19:04:00,AHU_5_1,0,2.2228,76.5545,0,482.6635,78.8587,73.6202,0
08Nov2014 19:09:00,AHU_5_1,0,2.2228,76.6445,0,489.9877,78.8587,73.5302,0
08Nov2014 19:14:00,AHU_5_1,0,2.2228,76.5545,0,475.3392,78.8587,73.6202,0
08Nov2014 19:19:00,AHU_5_1,0,2.2228,76.5545,0,503.4153,78.8587,73.5302,0
08Nov2014 19:24:00,AHU_5_1,0,2.2662,76.6445,0,481.4427,78.8587,73.5302,0
08Nov2014 19:29:00,AHU_5_1,0,2.3096,76.5545,0,474.7289,78.9487,73.6202,0
08Nov2014 19:34:00,AHU_5_1,0,2.2662,76.5545,0,474.7289,78.9487,73.6202,0
08Nov2014 19:39:00,AHU_5_1,0,2.2228,76.5545,0,482.0531,78.9487,73.5302,0
08Nov2014 19:44:00,AHU_5_1,0,2.2228,76.5545,0,474.1185,78.9487,73.5302,0
08Nov2014 19:49:00,AHU_5_1,0,2.2228,76.5545,0,481.4427,78.9487,73.5302,0
08Nov2014 19:54:00,AHU_5_1,0,2.2662,76.5545,0,481.4427,79.0387,73.6202,0
08Nov2014 19:59:00,AHU_5_1,0,2.2662,76.5545,0,489.9877,79.0387,73.5302,0
08Nov2014 20:04:00,AHU_5_1,0,2.2228,76.5545,0,486.3256,78.9487,73.6202,0
08Nov2014 20:09:00,AHU_5_1,0,2.2228,76.5545,0,483.8842,79.0387,73.5302,0
08Nov2014 20:14:00,AHU_5_1,0,2.2228,76.5545,0,483.2738,79.0387,73.5302,0
08Nov2014 20:19:00,AHU_5_1,0,2.2228,76.5545,0,474.1185,79.0387,73.5302,0
08Nov2014 20:24:00,AHU_5_1,0,2.2228,76.5545,0,483.8842,79.0387,73.5302,0
08Nov2014 20:29:00,AHU_5_1,0,2.2228,76.5545,0,515.012,79.0387,73.5302,0
08Nov2014 20:34:00,AHU_5_1,0,2.2228,76.4644,0,485.7152,79.1287,73.5302,0
08Nov2014 20:39:00,AHU_5_1,0,2.1794,76.5545,0,487.5463,79.1287,73.5302,0
08Nov2014 20:44:00,AHU_5_1,0,2.2228,76.4644,0,483.2738,79.1287,73.5302,0
08Nov2014 20:49:00,AHU_5_1,0,2.1794,76.4644,0,493.0394,79.1287,73.5302,0
08Nov2014 20:54:00,AHU_5_1,0,2.2662,76.4644,0,485.7152,79.1287,73.5302,0
08Nov2014 20:59:00,AHU_5_1,0,2.2662,76.4644,0,514.4017,79.2367,73.5302,0
08Nov2014 21:04:00,AHU_5_1,0,2.2662,76.5545,0,486.3256,79.2367,73.5302,0
08Nov2014 21:09:00,AHU_5_1,0,2.2228,76.4644,0,486.3256,79.2367,73.4402,0
08Nov2014 21:14:00,AHU_5_1,0,2.2228,76.4644,0,511.3499,79.2367,73.5302,0
08Nov2014 21:19:00,AHU_5_1,0,2.2228,76.4644,0,489.9877,79.2367,73.5302,0
08Nov2014 21:24:00,AHU_5_1,0,2.2228,76.4644,0,488.1566,79.2367,73.4402,0
08Nov2014 21:29:00,AHU_5_1,0,2.2228,76.4644,0,479.6117,79.2367,73.4402,0
08Nov2014 21:34:00,AHU_5_1,0,2.2662,76.4644,0,479.0013,79.2367,73.4402,0
08Nov2014 21:39:00,AHU_5_1,0,2.1794,76.4644,0,494.8705,79.3267,73.4402,0
08Nov2014 21:44:00,AHU_5_1,0,2.2662,76.4644,0,489.9877,79.2367,73.3501,0
08Nov2014 21:49:00,AHU_5_1,0,2.3096,76.4644,0,488.767,79.2367,73.5302,0
08Nov2014 21:54:00,AHU_5_1,0,2.2228,76.3744,0,486.3256,79.3267,73.4402,0
08Nov2014 21:59:00,AHU_5_1,0,2.1794,76.3744,0,488.767,79.3267,73.4402,0
08Nov2014 22:04:00,AHU_5_1,0,2.2228,76.3744,0,488.1566,79.3267,73.4402,0
08Nov2014 22:09:00,AHU_5_1,0,2.2228,76.4644,0,494.2601,79.4167,73.4402,0
08Nov2014 22:14:00,AHU_5_1,0,2.2228,76.3744,0,488.767,79.4167,73.4402,0
08Nov2014 22:19:00,AHU_5_1,0,2.2662,76.3744,0,484.4945,79.4167,73.4402,0
08Nov2014 22:24:00,AHU_5_1,0,2.2228,76.3744,0,519.2845,79.4167,73.4402,0
08Nov2014 22:29:00,AHU_5_1,0,2.2662,76.3744,0,479.0013,79.4167,73.5302,0
08Nov2014 22:34:00,AHU_5_1,0,2.2228,76.3744,0,515.012,79.4167,73.4402,0
08Nov2014 22:39:00,AHU_5_1,0,2.2662,76.3744,0,513.7913,79.4167,73.4402,0
08Nov2014 22:44:00,AHU_5_1,0,2.2662,76.4644,0,489.9877,79.4167,73.4402,0
08Nov2014 22:49:00,AHU_5_1,0,2.2662,76.3744,0,497.9222,79.4167,73.4402,0
08Nov2014 22:54:00,AHU_5_1,0,2.1794,76.3744,0,488.767,79.4167,73.3501,0
08Nov2014 22:59:00,AHU_5_1,0,2.2228,76.3744,0,498.5326,79.5067,73.3501,0
08Nov2014 23:04:00,AHU_5_1,0,2.1794,76.3744,0,484.4945,79.4167,73.4402,0
08Nov2014 23:09:00,AHU_5_1,0,2.2228,76.3744,0,498.5326,79.5067,73.3501,0
08Nov2014 23:14:00,AHU_5_1,0,2.2662,76.4644,0,485.7152,79.5067,73.4402,0
08Nov2014 23:19:00,AHU_5_1,0,2.2228,76.3744,0,489.3773,79.5067,73.4402,0
08Nov2014 23:24:00,AHU_5_1,0,2.2228,76.4644,0,513.7913,79.5067,73.4402,0
08Nov2014 23:29:00,AHU_5_1,0,2.2228,76.3744,0,494.2601,79.5067,73.4402,0
08Nov2014 23:34:00,AHU_5_1,0,2.3096,76.3744,0,496.0912,79.5968,73.4402,0
08Nov2014 23:39:00,AHU_5_1,0,2.1794,76.2844,0,481.4427,79.5067,73.4402,0
08Nov2014 23:44:00,AHU_5_1,0,2.2228,76.3744,0,485.1049,79.5067,73.3501,0
08Nov2014 23:49:00,AHU_5_1,0,2.2662,76.3744,0,512.5706,79.5067,73.3501,0
08Nov2014 23:54:00,AHU_5_1,0,2.3096,76.3744,0,494.8705,79.5067,73.4402,0
08Nov2014 23:59:00,AHU_5_1,0,2.2228,76.3744,0,480.8324,79.5968,73.4402,0
09Nov2014 0:04:00,AHU_5_1,0,2.2228,76.3744,0,494.8705,79.5968,73.3501,0
09Nov2014 0:09:00,AHU_5_1,0,2.1794,76.3744,0,488.1566,79.5968,73.4402,0
09Nov2014 0:14:00,AHU_5_1,0,2.2228,76.3744,0,483.8842,79.5968,73.3501,0
09Nov2014 0:19:00,AHU_5_1,0,2.2228,76.2844,0,475.3392,79.5968,73.3501,0
09Nov2014 0:24:00,AHU_5_1,0,2.2228,76.3744,0,514.4017,79.6868,73.3501,0
09Nov2014 0:29:00,AHU_5_1,0,2.2228,76.3744,0,483.8842,79.5968,73.3501,0
09Nov2014 0:34:00,AHU_5_1,0,2.2228,76.3744,0,493.6498,79.6868,73.4402,0
09Nov2014 0:39:00,AHU_5_1,0,2.2228,76.3744,0,493.0394,79.5968,73.3501,0
09Nov2014 0:44:00,AHU_5_1,0,2.2662,76.2844,0,497.3119,79.6868,73.3501,0
09Nov2014 0:49:00,AHU_5_1,0,2.2228,76.3744,0,480.2221,79.6868,73.4402,0
09Nov2014 0:54:00,AHU_5_1,0,2.2662,76.3744,0,494.2601,79.6868,73.3501,0
09Nov2014 0:59:00,AHU_5_1,0,2.2662,76.3744,0,487.5463,79.6868,73.2601,0
09Nov2014 1:04:00,AHU_5_1,0,2.1794,76.3744,0,524.1672,79.6868,73.3501,0
09Nov2014 1:09:00,AHU_5_1,0,2.2662,76.3744,0,485.1049,79.6868,73.3501,0
09Nov2014 1:14:00,AHU_5_1,0,2.2228,76.3744,0,485.7152,79.6868,73.3501,0
09Nov2014 1:19:00,AHU_5_1,0,2.2228,76.4644,0,484.4945,79.6868,73.3501,0
09Nov2014 1:24:00,AHU_5_1,0,2.2228,76.4644,0,485.1049,79.6868,73.3501,0
09Nov2014 1:29:00,AHU_5_1,0,2.2228,76.3744,0,508.2982,79.7768,73.3501,0
09Nov2014 1:34:00,AHU_5_1,0,2.2662,76.4644,0,490.598,79.7768,73.2601,0
09Nov2014 1:39:00,AHU_5_1,0,2.2228,76.4644,0,516.2327,79.7768,73.3501,0
09Nov2014 1:44:00,AHU_5_1,0,2.2228,76.3744,0,488.1566,79.7768,73.3501,0
09Nov2014 1:49:00,AHU_5_1,0,2.2228,76.4644,0,498.5326,79.7768,73.3501,0
09Nov2014 1:54:00,AHU_5_1,0,2.2228,76.4644,0,504.0257,79.7768,73.3501,0
09Nov2014 1:59:00,AHU_5_1,0,2.2228,76.4644,0,493.6498,79.7768,73.3501,0
09Nov2014 2:04:00,AHU_5_1,0,2.2662,76.4644,0,497.9222,79.8668,73.3501,0
09Nov2014 2:09:00,AHU_5_1,0,2.2228,76.4644,0,493.0394,79.7768,73.3501,0
09Nov2014 2:14:00,AHU_5_1,0,2.2662,76.3744,0,491.2084,79.7768,73.3501,0
09Nov2014 2:19:00,AHU_5_1,0,2.2662,76.3744,0,491.8187,79.8668,73.2601,0
09Nov2014 2:24:00,AHU_5_1,0,2.2662,76.3744,0,499.7533,79.7768,73.2601,0
09Nov2014 2:29:00,AHU_5_1,0,2.2662,76.3744,0,497.9222,79.8668,73.3501,0
09Nov2014 2:34:00,AHU_5_1,0,2.2662,76.4644,0,497.3119,79.7768,73.2601,0
09Nov2014 2:39:00,AHU_5_1,0,2.2228,76.4644,0,486.3256,79.9568,73.3501,0
09Nov2014 2:44:00,AHU_5_1,0,2.2228,76.3744,0,490.598,79.8668,73.2601,0
09Nov2014 2:49:00,AHU_5_1,0,2.1794,76.3744,0,480.8324,79.8668,73.3501,0
09Nov2014 2:54:00,AHU_5_1,0,2.3096,76.3744,0,491.2084,79.8668,73.3501,0
09Nov2014 2:59:00,AHU_5_1,0,2.2662,76.4644,0,487.5463,79.9568,73.2601,0
09Nov2014 3:04:00,AHU_5_1,0,2.2228,76.3744,0,481.4427,79.8668,73.2601,0
09Nov2014 3:09:00,AHU_5_1,0,2.2662,76.3744,0,495.4808,79.8668,73.2601,0
09Nov2014 3:14:00,AHU_5_1,0,2.2228,76.3744,0,492.4291,79.8668,73.3501,0
09Nov2014 3:19:00,AHU_5_1,0,2.2662,76.3744,0,483.8842,79.8668,73.2601,0
09Nov2014 3:24:00,AHU_5_1,0,2.2662,76.3744,0,477.1703,79.9568,73.2601,0
09Nov2014 3:29:00,AHU_5_1,0,2.2228,76.3744,0,490.598,79.8668,73.3501,0
09Nov2014 3:34:00,AHU_5_1,0,2.2662,76.3744,0,493.6498,79.9568,73.2601,0
09Nov2014 3:39:00,AHU_5_1,0,2.2228,76.4644,0,493.6498,79.9568,73.3501,0
09Nov2014 3:44:00,AHU_5_1,0,2.2662,76.3744,0,494.2601,80.0648,73.2601,0
09Nov2014 3:49:00,AHU_5_1,0,2.2228,76.3744,0,488.1566,79.9568,73.2601,0
09Nov2014 3:54:00,AHU_5_1,0,2.2228,76.3744,0,490.598,79.9568,73.2601,0
09Nov2014 3:59:00,AHU_5_1,0,2.2228,76.4644,0,500.3636,79.9568,73.2601,0
09Nov2014 4:04:00,AHU_5_1,0,2.2228,76.3744,0,495.4808,79.9568,73.2601,0
09Nov2014 4:09:00,AHU_5_1,0,2.3096,76.3744,0,507.6878,79.9568,73.2601,0
09Nov2014 4:14:00,AHU_5_1,0,2.2228,76.3744,0,491.2084,80.0648,73.2601,0
09Nov2014 4:19:00,AHU_5_1,0,2.2228,76.3744,0,492.4291,80.0648,73.2601,0
09Nov2014 4:24:00,AHU_5_1,0,2.2228,76.3744,0,514.4017,79.9568,73.2601,0
09Nov2014 4:29:00,AHU_5_1,0,2.2662,76.3744,0,500.3636,80.0648,73.2601,0
09Nov2014 4:34:00,AHU_5_1,0,2.2228,76.3744,0,495.4808,80.0648,73.2601,0
09Nov2014 4:39:00,AHU_5_1,0,2.1794,76.3744,0,489.9877,80.0648,73.2601,0
09Nov2014 4:44:00,AHU_5_1,0,2.1794,76.4644,0,493.0394,80.0648,73.2601,0
09Nov2014 4:49:00,AHU_5_1,0,2.1794,76.3744,0,493.6498,80.0648,73.2601,0
09Nov2014 4:54:00,AHU_5_1,0,2.2228,76.4644,0,502.805,80.1548,73.2601,0
09Nov2014 4:59:00,AHU_5_1,0,2.2662,76.4644,0,496.7015,80.0648,73.2601,0
09Nov2014 5:04:00,AHU_5_1,0,2.2228,76.3744,0,519.8948,80.0648,73.2601,0
09Nov2014 5:09:00,AHU_5_1,0,2.2228,76.3744,0,488.767,80.0648,73.3501,0
09Nov2014 5:14:00,AHU_5_1,0,2.2228,76.4644,0,483.2738,80.1548,73.2601,0
09Nov2014 5:19:00,AHU_5_1,0,2.2228,76.3744,0,496.0912,80.1548,73.2601,0
09Nov2014 5:24:00,AHU_5_1,0,2.3096,76.4644,0,497.3119,80.0648,73.2601,0
09Nov2014 5:29:00,AHU_5_1,0,2.2228,76.4644,0,497.9222,80.0648,73.2601,0
