seq_id,datetime,AHU,CHW_VALVE,CHW_VALVE_POSIT,DIS_AIR_TEMP,DUCT_PRESS_ACTV,MAX_CO2_VAL,MIXED_AIR_TEMP,RTRN_AIR_TEMP,SUPPL_FAN_SP
22774,10JAN15:15:15:00,AHU_5_1,0,1.9623,74.0882,0,554.6848,71.784,72.8821,0
22775,10JAN15:15:30:00,AHU_5_1,0,2.0057,74.2682,0,569.9436,72.072,72.9721,0
22776,10JAN15:15:45:00,AHU_5_1,0,1.9188,74.3582,0,562.009,72.252,72.9721,0
22777,10JAN15:16:00:00,AHU_5_1,0,2.0491,74.4482,0,554.0745,72.6121,72.9721,0
22778,10JAN15:16:15:00,AHU_5_1,0,2.0057,74.6283,0,555.9055,72.7921,73.0801,0
22779,10JAN15:16:30:00,AHU_5_1,0,2.0491,74.7183,0,552.2434,72.9721,73.0801,0
22780,10JAN15:16:45:00,AHU_5_1,0,1.9623,74.8083,0,546.7502,73.2601,73.1701,0
22781,10JAN15:17:00:00,AHU_5_1,0,1.9623,74.8983,0,593.1368,73.4402,73.2601,0
22782,10JAN15:17:15:00,AHU_5_1,0,1.9623,75.0063,0,554.0745,73.5302,73.2601,0
22783,10JAN15:17:30:00,AHU_5_1,0,2.0057,75.0063,0,557.1262,73.8902,73.3501,0
22784,10JAN15:17:45:00,AHU_5_1,0,2.0057,75.1863,0,572.385,73.9982,73.2601,0
22785,10JAN15:18:00:00,AHU_5_1,0,2.0057,75.2763,0,578.4885,74.2682,73.3501,0
22786,10JAN15:18:15:00,AHU_5_1,0,1.9188,75.2763,0,570.554,74.4482,73.3501,0
22787,10JAN15:18:30:00,AHU_5_1,0,2.0057,75.4563,0,557.1262,74.5383,73.2601,0
22788,10JAN15:18:45:00,AHU_5_1,0,2.0057,75.5464,0,588.8644,74.8083,73.2601,0
22789,10JAN15:19:00:00,AHU_5_1,0,2.0057,75.5464,0,556.5159,75.0063,73.3501,0
22790,10JAN15:19:15:00,AHU_5_1,0,2.0057,75.5464,0,560.178,75.1863,73.2601,0
22791,10JAN15:19:30:00,AHU_5_1,0,2.0057,75.6364,0,549.802,75.2763,73.2601,0
22792,10JAN15:19:45:00,AHU_5_1,0,2.0057,75.7264,0,551.6331,75.4563,73.1701,0
22793,10JAN15:20:00:00,AHU_5_1,0,2.0057,75.7264,0,574.2161,75.6364,73.1701,0
22794,10JAN15:20:15:00,AHU_5_1,0,2.0057,75.8344,0,551.0227,75.7264,73.1701,0
